address,beds,bath,area,maintenance,parking,taxes,built,mlsNumber,levels,garage,lotSize,pricePerSqFt,soldDate,soldPrice,listingDate,listingPrice
"209 - 10688 140 Street, Surrey, BC",1,1,449 sqft,,1,"$1,581",2018,R2861617,Residential,No,,$812,02/06/2024,"$355,000",19/03/2024,"$365,000"
"65 - 15399 Guildford Drive, Surrey, BC",4,3,1687 sqft,,2,"$3,197",2012,R2888147,Residential,Yes,,$473,02/06/2024,"$852,500",26/05/2024,"$799,000"
"42 - 18199 70 Avenue, Surrey, BC",3,3,1992 sqft,,4,"$3,539",2008,R2887237,Residential,Yes,,$496,02/06/2024,"$965,000",21/05/2024,"$988,800"
"113 - 15121 19 Avenue, Surrey, BC",2,2,1380 sqft,,3,"$3,011",1986,R2868844,Residential,Yes,,$760,02/06/2024,"$1,022,500",08/04/2024,"$1,049,999"
"178 - 18701 66 Avenue, Surrey, BC",3,2,1548 sqft,,3,"$3,002",2005,R2886872,Residential,Yes,,$500,02/06/2024,"$775,000",22/05/2024,"$775,000"
"67 - 7233 189 Street, Surrey, BC",3,3,1501 sqft,,2,"$2,734",2009,R2881003,Residential,Yes,,$549,02/06/2024,"$820,000",07/05/2024,"$824,999"
"15018 Semiahmoo Place, Surrey, BC",3,3,2459 sqft,,4,"$5,106",1993,R2885311,Residential,Yes,,$710,02/06/2024,"$1,680,000",19/05/2024,"$1,748,000"
"409 - 13933 105 Boulevard, Surrey, BC",2,1,849 sqft,,2,"$2,528",2022,R2888976,Residential,Yes,,$740,02/06/2024,"$629,000",28/05/2024,"$629,000"
"14037 16 Avenue, Surrey, BC",4,3,2207 sqft,,3,"$3,594",1984,R2877681,Residential,Yes,,$498,02/06/2024,"$1,028,800",30/04/2024,"$1,100,000"
"108 - 16255 85 Avenue, Surrey, BC",3,2,1662 sqft,,2,"$3,151",1992,R2887572,Residential,Yes,,$571,02/06/2024,"$940,000",26/05/2024,"$949,900"
"53 - 8473 163 Street, Surrey, BC",3,2,1284 sqft,,2,"$2,597",2013,R2874123,Residential,Yes,,$622,02/06/2024,"$789,700",22/04/2024,"$799,000"
"14887 56 A Avenue, Surrey, BC",3,3,2464 sqft,,2,"$4,874",1998,R2880106,Residential,Yes,,$527,02/06/2024,"$1,240,000",06/05/2024,"$1,299,000"
"12566 26 A Avenue, Surrey, BC",5,4,4910 sqft,,9,"$7,725",2013,R2887401,Residential,Yes,,$651,02/06/2024,"$3,215,000",26/05/2024,"$3,199,000"
"114 - 10250 155 A Street, Surrey, BC",3,2,1478 sqft,,1,"$2,991",1992,R2887439,Residential,Yes,,$541,02/06/2024,"$787,000",26/05/2024,"$799,900"
"14266 25 Avenue, Surrey, BC",5,5,9529 sqft,,3,"$11,634",1980,R2887443,Residential,Yes,,$376,01/06/2024,"$3,480,000",26/05/2024,"$3,588,000"
"7 - 2168 150 A Street, Surrey, BC",3,2,1987 sqft,,2,"$3,752",1996,R2887947,Residential,Yes,,$679,31/05/2024,"$1,370,000",28/05/2024,"$1,350,000"
"18 - 16016 82 Avenue, Surrey, BC",3,2,1590 sqft,,2,"$3,074",1994,R2879045,Residential,Yes,,$565,31/05/2024,"$890,000",05/05/2024,"$899,000"
"102 - 10584 153 Street, Surrey, BC",2,2,1413 sqft,,1,"$1,922",1986,R2883726,Residential,No,,$459,31/05/2024,"$635,000",13/05/2024,"$649,900"
"1 - 19433 68 Avenue, Surrey, BC",3,2,1476 sqft,,3,"$2,572",2013,R2884780,Residential,Yes,,$541,31/05/2024,"$795,000",20/05/2024,"$799,000"
"5820 189 Street, Surrey, BC",6,3,3300 sqft,,6,"$5,039",1990,R2888958,Residential,Yes,,$450,31/05/2024,"$1,470,000",29/05/2024,"$1,485,000"
"1898 128 A Street, Surrey, BC",3,2,1518 sqft,,4,"$5,315",1985,R2874200,Residential,Yes,,"$1,013",31/05/2024,"$1,475,000",23/04/2024,"$1,538,888"
"111 - 13780 76 Avenue, Surrey, BC",2,1,803 sqft,,2,"$1,953",1997,R2883558,Residential,Yes,,$608,31/05/2024,"$489,000",14/05/2024,"$489,000"
"14064 70 Avenue, Surrey, BC",7,4,3951 sqft,,8,"$8,591",1970,R2886216,Residential Income,Yes,,$759,31/05/2024,"$2,970,000",22/05/2024,"$2,999,000"
"1102 - 10448 University Drive, Surrey, BC",2,2,820 sqft,,1,,2023,R2873231,Residential,Yes,,$876,29/05/2024,"$712,500",21/04/2024,"$719,000"
"92 - 15833 26 Avenue, Surrey, BC",3,2,1318 sqft,,2,"$2,969",2008,R2887420,Residential,Yes,,$606,29/05/2024,"$788,000",26/05/2024,"$799,000"
"18 - 5858 132 Street, Surrey, BC",4,3,1972 sqft,,0,"$3,000",2023,R2875425,Residential,Yes,,$557,29/05/2024,"$1,091,000",24/04/2024,"$1,099,999"
"211 - 18811 72 Avenue, Surrey, BC",2,2,689 sqft,,1,"$1,976",2022,R2886787,Residential,Yes,,$856,29/05/2024,"$577,500",22/05/2024,"$589,900"
"46 - 12778 66 Avenue, Surrey, BC",2,2,1143 sqft,,2,"$2,773",1999,R2848149,Residential,Yes,,$634,29/05/2024,"$724,500",07/02/2024,"$724,900"
"12698 113 A Avenue, Surrey, BC",3,1,912 sqft,,4,"$3,537",1958,R2879527,Residential,No,,"$1,040",29/05/2024,"$875,000",05/05/2024,"$949,000"
"203 - 13501 96 Avenue, Surrey, BC",1,1,775 sqft,,1,"$1,659",1984,R2886644,Residential,Yes,,$549,29/05/2024,"$408,000",25/05/2024,"$426,000"
"15 - 13899 Laurel Drive, Surrey, BC",4,3,1678 sqft,,2,"$3,408",2010,R2885102,Residential,Yes,,$512,29/05/2024,"$850,000",20/05/2024,"$859,900"
"12752 Ocean Cliff Drive, Surrey, BC",3,2,1812 sqft,,4,"$6,004",1980,R2886008,Residential,Yes,,"$1,076",28/05/2024,"$2,050,000",21/05/2024,"$1,950,000"
"293 - 13888 70 Avenue, Surrey, BC",2,2,1578 sqft,,2,"$2,423",1997,R2886741,Residential,Yes,,$443,28/05/2024,"$699,800",23/05/2024,"$699,800"
"214 - 7151 121 Street, Surrey, BC",2,2,1022 sqft,,1,"$1,938",1993,R2873921,Residential,Yes,,$546,28/05/2024,"$549,000",23/04/2024,"$559,000"
"14732 55 A Avenue, Surrey, BC",3,2,2532 sqft,,4,"$6,262",1969,R2886811,Residential,Yes,,$749,28/05/2024,"$1,905,000",23/05/2024,"$1,898,990"
"49 - 2500 152 Street, Surrey, BC",3,3,2866 sqft,,2,"$3,517",1994,R2886105,Residential,Yes,,$383,28/05/2024,"$1,018,000",21/05/2024,"$1,100,000"
"101 - 15388 105 Avenue, Surrey, BC",0,1,471 sqft,,1,"$1,696",2014,R2885857,Residential,Yes,,$876,28/05/2024,"$412,900",21/05/2024,"$412,900"
"410 - 18818 68 Th Ave Avenue, Surrey, BC",2,2,765 sqft,,2,"$2,121",2010,R2873149,Residential,Yes,,$782,28/05/2024,"$595,000",23/04/2024,"$598,880"
"214 - 15745 Croydon Drive, Surrey, BC",1,1,774 sqft,,1,"$2,051",2009,R2882114,Residential,Yes,,$709,28/05/2024,"$542,000",12/05/2024,"$549,000"
"14753 62 Avenue, Surrey, BC",8,6,3593 sqft,,0,"$3,000",2023,R2850957,Residential,Yes,,$556,27/05/2024,"$1,935,000",19/02/2024,"$1,999,000"
"56 - 15070 66 A Avenue, Surrey, BC",2,2,1134 sqft,,1,"$2,103",2003,R2881847,Residential,Yes,,$529,27/05/2024,"$585,000",10/05/2024,"$600,000"
"18244 60 A Avenue, Surrey, BC",3,2,1872 sqft,,6,"$4,753",1980,R2880531,Residential,Yes,,$774,27/05/2024,"$1,430,000",06/05/2024,"$1,449,999"
"51 - 2588 152 Street, Surrey, BC",3,2,1500 sqft,,4,"$3,380",2002,R2879002,Residential,Yes,,$699,27/05/2024,"$1,011,500",06/05/2024,"$1,049,900"
"6983 129 Street, Surrey, BC",7,5,2932 sqft,,6,"$6,595",1988,R2873367,Residential,Yes,,$596,27/05/2024,"$1,715,000",21/04/2024,"$1,750,000"
"14924 88 A Avenue, Surrey, BC",4,1,1691 sqft,,6,"$4,969",1977,R2884152,Residential,No,,$768,27/05/2024,"$1,434,999",21/05/2024,"$1,298,800"
"17739 70 Avenue, Surrey, BC",4,3,3275 sqft,,4,"$5,318",2011,R2886256,Residential,Yes,,$549,27/05/2024,"$1,799,900",22/05/2024,"$1,799,900"
"10716 141 Street, Surrey, BC",5,2,2274 sqft,,5,"$5,459",1957,R2864216,Residential,No,,$747,27/05/2024,"$1,325,000",27/03/2024,"$1,699,999"
"208 - 9865 140 Street, Surrey, BC",2,2,1021 sqft,,1,"$1,983",1994,R2884239,Residential,Yes,,$537,26/05/2024,"$520,000",15/05/2024,"$549,000"
"38 - 15988 32 Street, Surrey, BC",5,3,2996 sqft,,2,"$4,419",2014,R2882080,Residential,Yes,,$500,26/05/2024,"$1,450,000",12/05/2024,"$1,499,000"
"2702 - 13398 104 Th Avenue, Surrey, BC",2,2,758 sqft,,1,"$2,344",2017,R2886181,Residential,Yes,,$824,26/05/2024,"$615,888",21/05/2024,"$625,000"
"310 - 13525 96 Avenue, Surrey, BC",1,1,815 sqft,,1,"$1,674",1982,R2884053,Residential,No,,$489,26/05/2024,"$455,000",22/05/2024,"$398,800"
"1409 - 13618 100 Avenue, Surrey, BC",2,2,750 sqft,,1,"$2,066",2008,R2885813,Residential,Yes,,$706,26/05/2024,"$520,000",21/05/2024,"$529,900"
"58 - 2120 King George Boulevard, Surrey, BC",2,2,1316 sqft,,5,"$1,965",1985,R2884965,Residential,No,,$576,25/05/2024,"$755,000",20/05/2024,"$759,000"
"32 - 19448 68 Avenue, Surrey, BC",4,2,1497 sqft,,2,"$2,991",2007,R2883685,Residential,Yes,,$593,25/05/2024,"$845,000",13/05/2024,"$889,000"
"23 - 3618 150 Street, Surrey, BC",3,3,2139 sqft,,4,"$4,480",2018,R2884821,Residential,Yes,,$630,25/05/2024,"$1,320,000",21/05/2024,"$1,348,000"
"101 - 8775 161 Street, Surrey, BC",2,1,1060 sqft,,2,"$2,580",2001,R2877223,Residential,Yes,,$659,24/05/2024,"$685,000",30/04/2024,"$698,800"
"6878 192 Street, Surrey, BC",7,4,3675 sqft,,3,"$5,605",2010,R2870780,Residential,Yes,,$435,24/05/2024,"$1,599,900",14/04/2024,"$1,599,999"
"6723 185 Street, Surrey, BC",4,3,2163 sqft,,1,"$4,047",1999,R2868993,Residential,No,,$508,24/05/2024,"$1,085,000",11/04/2024,"$1,099,900"
"151 - 2450 161 A Street, Surrey, BC",2,2,1303 sqft,,2,"$2,969",2007,R2883741,Residential,Yes,,$613,,,,
"13947 66 Avenue, Surrey, BC",4,3,2877 sqft,,8,"$6,148",1981,R2874901,Residential,Yes,,$590,24/05/2024,"$1,670,000",24/04/2024,"$1,698,800"
"117 - 10838 Whalley Boulevard, Surrey, BC",2,2,814 sqft,,1,"$2,280",2021,R2878211,Residential,Yes,,$736,24/05/2024,"$588,500",01/05/2024,"$599,900"
"15256 94 Avenue, Surrey, BC",5,3,3204 sqft,,0,"$5,990",1955,R2883630,Residential,Yes,,$468,24/05/2024,"$1,600,000",12/05/2024,"$1,499,900"
"812 - 10448 University Drive, Surrey, BC",1,1,657 sqft,,1,,2023,R2881379,Residential,Yes,,$911,,,,
"306 - 13789 107a Avenue, Surrey, BC",1,1,566 sqft,,1,"$1,760",2010,R2884800,Residential,Yes,,$794,,,,
"2862 161b Street, Surrey, BC",5,3,3212 sqft,,4,"$5,778",2014,R2858991,Residential,Yes,,$619,23/05/2024,"$1,952,000",12/03/2024,"$1,990,000"
"80 - 16433 19 Avenue, Surrey, BC",3,2,1521 sqft,,2,"$3,170",2019,R2867751,Residential,Yes,,$644,23/05/2024,"$955,000",07/04/2024,"$979,800"
"8311 150 Street, Surrey, BC",6,5,4007 sqft,,4,"$6,598",1990,R2880645,Residential,Yes,,$447,23/05/2024,"$1,720,000",07/05/2024,"$1,795,000"
"310 - 12130 80 Avenue, Surrey, BC",1,1,818 sqft,,1,"$1,814",1994,R2873959,Residential,Yes,,$586,23/05/2024,"$480,000",22/04/2024,"$480,000"
"19390 73 Avenue, Surrey, BC",6,4,3665 sqft,,4,"$6,294",2008,R2865108,Residential,Yes,,$436,23/05/2024,"$1,565,000",02/04/2024,"$1,599,888"
"110 - 10838 Whalley Boulevard, Surrey, BC",2,2,987 sqft,,1,"$2,467",2021,R2883828,Residential,Yes,,$658,23/05/2024,"$650,000",12/05/2024,"$649,999"
"16 - 8257 121a Street, Surrey, BC",3,2,1552 sqft,,2,"$3,118",1991,R2866843,Residential,Yes,,$577,23/05/2024,"$854,900",02/04/2024,"$896,000"
"3702 - 13350 Central Avenue, Surrey, BC",2,2,727 sqft,,1,,2023,R2847465,Residential,Yes,,"$1,013",23/05/2024,"$737,000",31/01/2024,"$737,000"
"310 - 6628 120 Street, Surrey, BC",1,1,692 sqft,,1,"$1,877",2009,R2864038,Residential,Yes,,$721,23/05/2024,"$488,000",01/04/2024,"$499,000"
"16498 22 Avenue, Surrey, BC",4,3,2677 sqft,,3,"$5,439",2017,R2847921,Residential,Yes,,$672,23/05/2024,"$1,772,000",06/02/2024,"$1,799,000"
"27 - 7247 140 Street, Surrey, BC",2,1,640 sqft,,0,"$1,968",2017,R2876919,Residential,Yes,,$898,,,,
"1846 127 A Street, Surrey, BC",4,3,1776 sqft,,6,"$5,340",1975,R2883816,Residential,No,,$900,23/05/2024,"$1,550,000",15/05/2024,"$1,599,000"
"6529 Claytonwood Place, Surrey, BC",5,2,2671 sqft,,8,"$5,497",1992,R2882884,Residential,Yes,,$598,23/05/2024,"$1,621,000",14/05/2024,"$1,599,000"
"227 - 15850 26 Avenue, Surrey, BC",2,2,896 sqft,,2,"$2,335",2010,R2875166,Residential,Yes,,$743,,,,
,,,,,,,,,,,,,,,,
"39 - 18850 72 A Avenue, Surrey, BC",3,2,1537 sqft,,2,,2024,R2878320,Residential,Yes,,$585,23/05/2024,"$868,000",29/04/2024,"$899,888"
"16638 21 A Avenue, Surrey, BC",5,5,2916 sqft,,3,"$6,496",2022,R2880686,Residential,Yes,,$610,22/05/2024,"$1,732,000",06/05/2024,"$1,779,000"
"9864 121 Street, Surrey, BC",9,8,6653 sqft,,0,"$9,068",2021,R2881292,Residential,Yes,,$420,22/05/2024,"$2,625,000",08/05/2024,"$2,799,800"
"TH-11 - 13350 Central Avenue, Surrey, BC",2,3,1082 sqft,,2,,2023,R2847452,Residential,Yes,,$723,22/05/2024,"$783,000",31/01/2024,"$783,000"
"2550 163 A Street, Surrey, BC",4,3,3567 sqft,,4,"$6,305",2010,R2867974,Residential,Yes,,$613,22/05/2024,"$2,100,000",07/04/2024,"$2,188,000"
"401 - 9278 122 Street, Surrey, BC",3,1,1250 sqft,,2,"$2,763",1978,R2877356,Residential,No,,$599,22/05/2024,"$725,000",30/04/2024,"$749,995"
"4 - 16323 15 Avenue, Surrey, BC",4,3,1620 sqft,,2,"$3,402",2018,R2864499,Residential,Yes,,$616,22/05/2024,"$975,000",01/04/2024,"$998,000"
"404 - 9682 134 Street, Surrey, BC",1,1,775 sqft,,1,"$1,682",1985,R2876876,Residential,Yes,,$554,22/05/2024,"$425,000",30/04/2024,"$429,900"
"16697 62a Avenue, Surrey, BC",7,3,3553 sqft,,4,"$5,861",2002,R2882410,Residential,Yes,,$531,22/05/2024,"$1,865,000",14/05/2024,"$1,888,800"
"203 - 19340 65 Avenue, Surrey, BC",2,2,861 sqft,,2,"$2,185",2006,R2876066,Residential,Yes,,$696,22/05/2024,"$595,000",28/04/2024,"$599,999"
"3612 - 13350 Central Avenue, Surrey, BC",0,1,336 sqft,,0,,2023,R2883007,Residential,No,,"$1,127",22/05/2024,"$369,000",13/05/2024,"$379,000"
"2704 - 9887 Whalley Boulevard, Surrey, BC",2,2,826 sqft,,1,"$2,656",2021,R2881022,Residential,Yes,,$773,21/05/2024,"$730,000",07/05/2024,"$638,888"
"308 - 13959 16 Avenue, Surrey, BC",2,2,963 sqft,,1,"$1,879",1988,R2871771,Residential,Yes,,$519,21/05/2024,"$490,000",17/04/2024,"$500,000"
"1101 - 13399 104 Avenue, Surrey, BC",1,1,554 sqft,,1,"$1,782",2009,R2886175,Residential,Yes,,$776,21/05/2024,"$430,000",21/05/2024,"$430,000"
"505 - 8695 160 Street, Surrey, BC",2,2,886 sqft,,2,"$2,226",2012,R2876296,Residential,Yes,,$699,21/05/2024,"$600,000",28/04/2024,"$620,000"
"1508 - 9887 Whalley Boulevard, Surrey, BC",1,1,547 sqft,,1,"$2,030",2021,R2883765,Residential,Yes,,$912,21/05/2024,"$550,000",15/05/2024,"$499,000"
"18026 61 A Avenue, Surrey, BC",3,2,1865 sqft,,6,"$4,723",1980,R2875074,Residential,Yes,,$750,21/05/2024,"$1,399,900",23/04/2024,"$1,399,900"
"95 - 7155 189 Street, Surrey, BC",4,2,1524 sqft,,0,"$3,145",2006,R2877327,Residential,Yes,,$589,21/05/2024,"$885,000",30/04/2024,"$898,000"
"18932 68 B Avenue, Surrey, BC",6,5,3745 sqft,,4,"$5,197",2003,R2885573,Residential,Yes,,$453,21/05/2024,"$1,680,000",21/05/2024,"$1,699,000"
"6543 124 Street, Surrey, BC",7,6,3704 sqft,,6,"$5,845",2004,R2872676,Residential,Yes,,$485,20/05/2024,"$1,750,000",18/04/2024,"$1,800,000"
"520 - 10838 Whalley Boulevard, Surrey, BC",3,2,1145 sqft,,2,"$2,383",2021,R2881731,Residential,Yes,,$611,20/05/2024,"$725,000",08/05/2024,"$699,900"
"55 - 16336 23 A Avenue, Surrey, BC",3,3,1732 sqft,,1,"$3,347",2017,R2864779,Residential,Yes,,$692,20/05/2024,"$1,155,000",01/04/2024,"$1,199,800"
"14548 58a Avenue, Surrey, BC",5,3,3286 sqft,,2,"$6,815",2004,R2870141,Residential,Yes,,$517,20/05/2024,"$1,655,000",14/04/2024,"$1,699,900"
"135 - 15500 Rosemary Heights Crescent, Surrey, BC",3,2,2016 sqft,,2,"$4,063",2000,R2882608,Residential,Yes,,$595,20/05/2024,"$1,305,000",14/05/2024,"$1,199,900"
"74 - 14838 61 Avenue, Surrey, BC",3,2,1304 sqft,,2,"$3,005",2012,R2866476,Residential,Yes,,$651,20/05/2024,"$841,000",01/04/2024,"$849,000"
"507 - 3438 146 A Street, Surrey, BC",2,1,869 sqft,,1,,2025,R2878343,Residential,Yes,,$812,20/05/2024,"$705,900",28/04/2024,"$705,900"
"22 - 16361 23 A Avenue, Surrey, BC",3,2,1376 sqft,,2,"$2,897",2018,R2880979,Residential,Yes,,$617,20/05/2024,"$845,000",06/05/2024,"$850,000"
"29 - 6950 120 Street, Surrey, BC",3,2,1458 sqft,,2,"$3,211",1997,R2869275,Residential,Yes,,$617,19/05/2024,"$930,000",09/04/2024,"$900,000"
"12748 16 Avenue, Surrey, BC",4,3,2623 sqft,,0,"$4,761",1985,R2884226,Residential,Yes,,$568,19/05/2024,"$1,490,000",16/05/2024,"$1,491,000"
"317 - 13789 107 A Avenue, Surrey, BC",2,2,762 sqft,,1,"$2,094",2010,R2875842,Residential,Yes,,$720,19/05/2024,"$535,000",25/04/2024,"$549,000"
"18895 70 Avenue, Surrey, BC",5,3,2828 sqft,,4,"$5,061",2003,R2883744,Residential,Yes,,$503,19/05/2024,"$1,469,999",14/05/2024,"$1,425,000"
"6733 129 Street, Surrey, BC",4,2,2084 sqft,,6,"$4,579",1982,R2883672,Residential,Yes,,$575,19/05/2024,"$1,140,000",13/05/2024,"$1,199,900"
"12893 Marine Drive, Surrey, BC",5,3,2702 sqft,,4,"$5,026",1993,R2869616,Residential,Yes,,$536,19/05/2024,"$1,440,000",10/04/2024,"$1,450,000"
"4303 - 13696 100 Avenue, Surrey, BC",1,1,534 sqft,,1,"$2,039",2017,R2879310,Residential,Yes,,"$1,011",19/05/2024,"$532,000",03/05/2024,"$539,900"
"312 - 14988 101a Avenue, Surrey, BC",2,2,1082 sqft,,1,"$2,124",1993,R2870345,Residential,Yes,,$599,19/05/2024,"$638,000",14/04/2024,"$649,000"
"6075 165 A Street, Surrey, BC",4,3,2648 sqft,,6,"$4,935",2006,R2864211,Residential,Yes,,$545,19/05/2024,"$1,400,000",02/04/2024,"$1,445,000"
"6 - 17555 57 A Avenue, Surrey, BC",2,2,1096 sqft,,2,"$2,500",2019,R2879417,Residential,Yes,,$638,19/05/2024,"$725,000",05/05/2024,"$699,900"
"1107 - 13318 104 Avenue, Surrey, BC",2,1,567 sqft,,1,"$2,091",2021,R2883334,Residential,Yes,,$915,19/05/2024,"$519,000",14/05/2024,"$519,000"
"1202 - 13359 Old Yale Road, Surrey, BC",2,1,771 sqft,,0,$761,2023,R2878600,Residential,Yes,,$803,19/05/2024,"$619,800",01/05/2024,"$619,800"
"104 - 7162 133a Street, Surrey, BC",3,2,1255 sqft,,2,,1982,R2876985,Residential,No,,$256,,,,
"60 - 16655 64 Avenue, Surrey, BC",4,2,2625 sqft,,2,"$3,528",2002,R2882144,Residential,Yes,,$380,,,,
"W204 - 13838 108 Avenue, Surrey, BC",1,1,503 sqft,,1,,2024,R2880278,Residential,Yes,,$864,19/05/2024,"$425,000",06/05/2024,"$435,000"
"119 - 13368 72 Avenue, Surrey, BC",3,2,1406 sqft,,2,"$3,112",2013,R2881795,Residential,Yes,,$568,19/05/2024,"$818,000",13/05/2024,"$799,000"
"402 - 13685 102 Avenue, Surrey, BC",2,2,681 sqft,,1,"$2,288",2022,R2873009,Residential,Yes,,$879,19/05/2024,"$575,000",18/04/2024,"$599,000"
"25 - 19448 68 Avenue, Surrey, BC",2,2,1213 sqft,,2,"$2,536",2008,R2884138,Residential,Yes,,$597,19/05/2024,"$724,900",16/05/2024,"$724,900"
"308 - 8168 120a Street, Surrey, BC",2,2,835 sqft,,1,"$2,146",2010,R2873001,Residential,Yes,,$719,19/05/2024,"$595,000",15/04/2024,"$601,000"
"4001 - 9887 Whalley Boulevard, Surrey, BC",1,1,530 sqft,,1,"$2,110",2021,R2804334,Residential,Yes,,"$1,113",19/05/2024,"$570,000",02/08/2023,"$590,000"
"28 - 19299 64 Avenue, Surrey, BC",2,2,1166 sqft,,2,"$2,621",2018,R2865006,Residential,Yes,,$647,19/05/2024,"$740,000",01/04/2024,"$754,900"
"25 - 7247 140 Street, Surrey, BC",3,2,1610 sqft,,2,"$2,861",2017,R2883357,Residential,Yes,,$521,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"12762 59 A Avenue, Surrey, BC",8,6,3319 sqft,,0,"$6,926",2022,R2884269,Residential,Yes,,$570,,,,
"25 - 9989 E Barnston Drive, Surrey, BC",2,2,1420 sqft,,2,"$3,079",2013,R2883107,Residential,Yes,,$562,18/05/2024,"$799,000",13/05/2024,"$799,000"
"703 - 13438 Central Avenue, Surrey, BC",1,1,326 sqft,,0,"$1,400",2019,R2875310,Residential,No,,"$1,119",18/05/2024,"$355,000",23/04/2024,"$365,000"
"403 - 2950 King George Boulevard, Surrey, BC",2,2,835 sqft,,2,"$1,708",2009,R2877822,Residential,Yes,,$788,18/05/2024,"$640,000",28/04/2024,"$658,000"
"222 - 17769 57 Avenue, Surrey, BC",1,1,620 sqft,,1,"$1,734",2010,R2881263,Residential,Yes,,$715,18/05/2024,"$438,000",08/05/2024,"$443,500"
"147 - 12040 68 Avenue, Surrey, BC",4,3,2180 sqft,,2,"$3,344",2005,R2881154,Residential,Yes,,$458,18/05/2024,"$980,000",08/05/2024,"$999,000"
"311 - 15368 16 A Avenue, Surrey, BC",1,1,681 sqft,,1,"$1,840",2004,R2881829,Residential,Yes,,$770,18/05/2024,"$510,000",13/05/2024,"$525,000"
"10 - 15688 28 Avenue, Surrey, BC",4,3,1963 sqft,,2,"$3,415",2017,R2869247,Residential,Yes,,$560,18/05/2024,"$1,068,000",10/04/2024,"$1,099,900"
"82 - 18221 68 Th Avenue, Surrey, BC",4,3,1729 sqft,,4,"$3,170",2000,R2880997,Residential,Yes,,$532,18/05/2024,"$880,000",09/05/2024,"$919,900"
"102 - 15375 17 Avenue, Surrey, BC",2,2,1078 sqft,,1,"$2,240",1993,R2877061,Residential,Yes,,$542,18/05/2024,"$565,000",05/05/2024,"$585,000"
"14178 64a Avenue, Surrey, BC",6,4,2730 sqft,,5,"$6,121",2005,R2876830,Residential,Yes,,$575,17/05/2024,"$1,550,000",30/04/2024,"$1,572,000"
"109 - 13670 62 Avenue, Surrey, BC",4,2,1511 sqft,,2,"$3,140",2016,R2882937,Residential,No,,$575,,,,
"11053 160 Street, Surrey, BC",4,4,2640 sqft,,4,"$5,470",2005,R2852002,Residential,Yes,,$783,17/05/2024,"$1,928,750",21/02/2024,"$2,068,000"
"210 - 14355 103 Avenue, Surrey, BC",2,1,710 sqft,,2,"$1,884",1996,R2877071,Residential,Yes,,$704,,,,
"13613 Hilton Road, Surrey, BC",3,1,1500 sqft,,2,"$4,461",9999,R2884417,Residential,No,,$866,17/05/2024,"$1,299,900",16/05/2024,"$1,299,900"
"6009 195 A Street, Surrey, BC",4,2,2219 sqft,,1,"$4,031",1983,R2880141,Residential,Yes,,$526,,,,
"413 - 17769 57 Avenue, Surrey, BC",1,1,614 sqft,,1,"$1,747",2010,R2881996,Residential,Yes,,$721,,,,
"3090 O'hara Lane, Surrey, BC",3,2,2160 sqft,,3,"$12,520",1991,R2851514,Residential,Yes,,"$1,846",17/05/2024,"$3,800,000",20/02/2024,"$3,988,880"
"202 - 15272 20 Avenue, Surrey, BC",2,2,1099 sqft,,1,"$2,149",1993,R2883666,Residential,Yes,,$527,17/05/2024,"$582,000",14/05/2024,"$579,800"
,,,,,,,,,,Yes,,$770,,,,
,,,,,,,,,,,,,,,,
"176 - 13898 64 Avenue, Surrey, BC",4,3,1615 sqft,,2,"$3,415",2021,R2877732,Residential,No,,$594,,,,
"56 - 6140 192 Street, Surrey, BC",2,3,2377 sqft,,2,"$3,076",1990,R2881127,Residential,Yes,,$352,17/05/2024,"$828,000",07/05/2024,"$839,000"
"9337 135 Street, Surrey, BC",8,4,2841 sqft,,6,"$4,768",1959,R2870701,Residential,No,,$527,17/05/2024,"$1,505,000",14/04/2024,"$1,499,000"
"C204 - 10465 139 Street, Surrey, BC",2,2,768 sqft,,1,,2026,R2881095,Residential,Yes,,$898,17/05/2024,"$689,900",05/05/2024,"$689,900"
"6268 191 A Street, Surrey, BC",5,4,3911 sqft,,6,"$6,209",1991,R2869420,Residential,Yes,,$408,16/05/2024,"$1,525,000",09/04/2024,"$1,599,000"
"19557 82 A Avenue, Surrey, BC",3,2,2090 sqft,,20,"$6,287",1971,R2876065,Residential,Yes,,"$1,482",16/05/2024,"$2,940,000",28/04/2024,"$3,098,000"
"16352 10 Th Avenue, Surrey, BC",2,1,943 sqft,,6,"$4,807",1954,R2843119,Residential,No,,"$1,511",16/05/2024,"$1,350,000",29/01/2024,"$1,425,000"
"91 - 12711 64 Avenue, Surrey, BC",2,2,1345 sqft,,2,,2004,R2878924,Residential,Yes,,$520,16/05/2024,"$755,000",05/05/2024,"$699,999"
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
"409 - 3585 146 A Street, Surrey, BC",3,2,1212 sqft,,0,"$2,870",2020,R2881237,Residential,Yes,,$815,16/05/2024,"$940,000",08/05/2024,"$988,888"
"17422 1 Avenue, Surrey, BC",4,3,3675 sqft,,4,"$5,492",2012,R2882338,Residential,Yes,,$489,16/05/2024,"$1,779,000",12/05/2024,"$1,799,000"
"104 - 13710 102 Avenue, Surrey, BC",1,1,584 sqft,,1,"$1,660",2008,R2881041,Residential,No,,$684,16/05/2024,"$395,000",07/05/2024,"$399,800"
"15293 83b Avenue, Surrey, BC",8,6,4246 sqft,,0,"$7,526",2004,R2878896,Residential,Yes,,$435,,,,
